ID,Nombre,Tipo,Propietario,Región,Comuna,Nemotécnico,Coordinado
1847,PMGD PFV CURACAVI,Solares,PARQUE FOTOVOLTAICO CURACAVÍ SPA,Metropolitana,Curacavi,CE01G0694,TOESCA RENOVABLES SPA
1848,PMGD PFV EL FLAMENCO,Solares,PFV EL FLAMENCO SPA,Maule,Linares,CE01G0695,PFV EL FLAMENCO SPA
1849,PMGD PFV PARQUE SOLAR ALCALDESA,Solares,PARQUE SOLAR ALCALDESA SPA,Ñuble,Quirihue,CE01G0696,PARQUE SOLAR ALCALDESA SPA
1850,PFV ANDES SOLAR II-B,Solares,ANDES SOLAR II SPA,Antofagasta,Antofagasta,CE16G0770,ANDES SOLAR II SPA
1851,PFV TENO SOLAR,Solares,ENLASA GENERACIÓN CHILE S.A.,Maule,Teno,CE05G0041,ENLASA GENERACIÓN CHILE S.A.
1852,PFV MACHICURA,Solares,COLBÚN S.A.,Maule,Colbún,CE24G0004,COLBÚN S.A.
1853,PFV CARACAS II,Solares,GENERADORA SOL SOLIV SPA,Coquimbo,Los Vilos,CE01G0697,ENFRAGEN CHILE SOLAR SPA
1854,HP PUNTA DEL VIENTO,Hidroeléctricas,HIDROELÉCTRICA PUNTA DEL VIENTO SPA,OHiggins,San Fernando,CE01G0698,HIDROELÉCTRICA PUNTA DEL VIENTO SPA
1855,PMGD PFV SANTA RITA,Solares,PARQUE FOTOVOLTAICO SANTA RITA SOLAR SPA,Ñuble,Chillán,CE01G0699,TOESCA RENOVABLES SPA
1856,PMGD PFV SDSI,Solares,SANBAR SOLAR SPA,Biobío,Los Angeles,CE01G0700,TOESCA RENOVABLES SPA
1857,PMGD PFV NAHUEN,Solares,GR PILO SPA,Metropolitana,Melipilla,CE01G0701,GR PILO SPA
1858,PMGD PFV PRETTY FIELD,Solares,CAMPO LINDO SPA,Coquimbo,Ovalle,CE01G0702,CAMPO LINDO SPA
1859,PMGD PFV PARQUE PENCAHUE ESTE,Solares,PARQUE SOLAR PORVENIR SPA,Maule,Pencahue,CE01G0703,PARQUE SOLAR PORVENIR SPA
1860,PMGD PFV PARQUE CURICURA,Solares,PARQUE SOLAR AURORA SPA,Maule,Romeral,CE01G0705,PARQUE SOLAR AURORA SPA
1861,PMGD PFV PARQUE ALHUE,Solares,MEMBRILLO SOLAR SPA,Metropolitana,San Pedro,CE01G0706,MEMBRILLO SOLAR SPA
1862,PFV DIEGO DE ALMAGRO SUR,Solares,COLBÚN S.A.,Atacama,Diego de Almagro,CE25G0004,COLBÚN S.A.
1863,PMGD PFV LO BOZA,Solares,RIZOMA IC ENERGY SPA,Metropolitana,Pudahuel,CE01G0707,IMELSA ENERGÍA SPA
1864,PFV COYA,Solares,ENGIE ENERGÍA CHILE S.A.,Antofagasta,María Elena,CE14G0216,ENGIE ENERGÍA CHILE S.A.
1865,PE VIENTOS PATAGONICOS (SM),Eólicas,VIENTOS PATAGÓNICOS SPA,Magallanes y de la Antártica Chilena,Punta Arenas,CE01G0710,VIENTOS PATAGÓNICOS SPA
1866,PMGD PFV GR PITAO,Solares,GR PITAO SPA,Maule,Teno,CE01G0712,GR PITAO SPA
1867,PMGD PFV LLAY LLAY,Solares,XUE SOLAR SPA,Valparaíso,Llay Llay,CE02G0673,XUE SOLAR SPA
1868,PMGD TER PRP LAS QUEMAS,Termoeléctricas,GENERSUR SPA,Los Lagos,Osorno,CE01G0713,ENERGY PARTNERS SPA
1869,PMGD PFV LINARES SOLAR,Solares,LINARES GENERACIÓN SPA,Maule,Linares,CE01G0714,CARBON FREE CHILE SPA
1870,PMGD PFV LOS LAGOS,Solares,LOS LAGOS SPA,OHiggins,Las Cabras,CE01G0715,LOS LAGOS SPA
1871,PMGD PFV RINCONADA NORTE (SLK 808),Solares,FV RINCONADA SPA,Valparaíso,Putaendo,CE01G0716,FV RINCONADA SPA
1872,PMGD PFV AVILES,Solares,AVILÉS SPA,Metropolitana,San Pedro,CE01G0717,AVILÉS SPA
1873,PMGD PFV PEÑAFLOR SOLAR,Solares,PETEROA ENERGY SPA,Metropolitana,Padre Hurtado,CE01G0718,TRALKA SPA
1874,PMGD TER CAMPING DIESEL,Termoeléctricas,TACORA ENERGY SPA,Metropolitana,Talagante,CE02G0398,TACORA ENERGY SPA
1875,PMGD PFV SALERNO SOLAR,Solares,PMGD SALERNO SPA,Metropolitana,San Pedro,CE01G0719,PMGD SALERNO SPA
1876,PMGD PFV LAS CABRAS,Solares,RCL SOLAR SPA,OHiggins,Pichidegua,CE01G0720,RCL SOLAR SPA
1877,PMGD PFV ESFENA,Solares,CVE PROYECTO NUEVE SPA,Valparaíso,Petorca,CE01G0723,CVE PROYECTO NUEVE SPA
1878,PMGD PFV VICENTE SOLAR,Solares,SOLAR TI DOS SPA,Metropolitana,Pirque,CE01G0724,SOLAR TI DOS SPA
1879,PMGD PFV MUTUPIN,Solares,MONTEJO ENERGÍA SPA,Ñuble,San Carlos,CE01G0725,CARBON FREE CHILE SPA
1880,PMGD PFV ORION SOLAR,Solares,ORION SOLAR SPA,Ñuble,Chillán,CE01G0726,CARBON FREE CHILE SPA
1885,PMGD PFV QUETENA,Solares,PARQUE SOLAR QUETENA S.A.,Antofagasta,Calama,CE01G0729,PARQUE SOLAR QUETENA S.A.
1886,PMGD PFV HUAPE,Solares,FARMDO ENERGY CHILE SPA,Ñuble,Chillán,CE01G0727,FARMDO ENERGY CHILE SPA
1887,PMGD PFV SANTA ESTER,Solares,IMPULSO SOLAR SAN JOSÉ SPA,Ñuble,San Carlos,CE01G0728,TOESCA RENOVABLES SPA
1888,PMGD PFV PARQUE PANGUILEMO AEROPUERTO,Solares,PARQUE SOLAR RETIRO SPA,Maule,Talca,CE01G0731,PARQUE SOLAR RETIRO SPA
1889,PFV ELENA,Solares,SOLAR ELENA SPA,Antofagasta,María Elena,CE01G0732,SOLAR ELENA SPA
1890,HP SAN VICTOR (SM),Hidroeléctricas,EMPRESA ELÉCTRICA SAN VÍCTOR SPA,Metropolitana,No Clasificado,CE01G0733,EMPRESA ELÉCTRICA SAN VÍCTOR SPA
1891,PMGD PFV PARQUE SANTA CRUZ,Solares,PARQUE SOLAR LO CHACÓN SPA,OHiggins,Santa Cruz,CE01G0734,PARQUE SOLAR LO CHACÓN SPA
1892,PMGD PFV MOYA,Solares,SUVAN SOLAR SPA,Biobío,Cabrero,CE01G0735,SUVAN SOLAR SPA
1893,PMGD PFV CORTIJO,Solares,APOLO SOLAR SPA,Biobío,Cabrero,CE01G0736,APOLO SOLAR SPA
1894,PMGD PFV PEGASUS SOLAR,Solares,PEGASUS SOLAR SPA,Ñuble,Coihueco,CE01G0739,CARBON FREE CHILE SPA
1895,PMGD PFV LOS MOLINOS,Solares,LOS MOLINOS SPA,Metropolitana,Melipilla,CE01G0738,LOS MOLINOS SPA
1896,PMGD PFV GR PEUMO,Solares,GR CIPRÉS SPA,OHiggins,San Vicente de Tagua Tagua,CE01G0737,GR CIPRÉS SPA
1897,PMGD PFV LA PALMA SOLAR,Solares,SANTA ELVIRA ENERGY SPA,Ñuble,Chillán,CE01G0740,TOESCA RENOVABLES SPA
1898,PMGD TER DAGOBERTO,Termoeléctricas,RESPALDO Y POTENCIA SPA,Araucanía,Padre Las Casas,CE06G1041,RESPALDO Y POTENCIA SPA
1899,PFV CASTILLA,Solares,SANTA ESTER SOLAR SPA,Atacama,Copiapó,CE01G0741,SANTA ESTER SOLAR SPA
1900,PFV GUANCHOI,Solares,ENEL GREEN POWER CHILE S.A.,Atacama,Diego de Almagro,CE30G0292,ENEL GREEN POWER CHILE S.A.
1901,PMGD PFV LOS MAGNOLIOS SOLAR,Solares,LITRE SPA,Valparaíso,Casablanca,CE01G0799,LITRE SPA
1904,PMGD TER DIESEL CEREZO,Termoeléctricas,BEPATAGONIA GENERACIÓN S.A.,Maule,Teno,CE07G0721,MYTILINEOS ENERGY TRADING CHILE SPA
1905,PMGD PFV PARQUE SOLAR MARAMBIO,Solares,PARQUE SOLAR COLINA SPA,Metropolitana,Melipilla,CE08G0745,PARQUE SOLAR COLINA SPA
1906,PMGD PFV SANTA LUISA,Solares,SANTA LUISA ENERGY SPA,Ñuble,San Carlos,CE09G0744,TOESCA RENOVABLES SPA
1907,TER NUEVA ALDEA,Termoeléctricas,CELULOSA ARAUCO Y CONSTITUCIÓN S.A.,Ñuble,Ránquil,CE01L0089,ARAUCO BIOENERGÍA SPA
1908,PMGD PFV PARQUE LA TRAVESIA,Solares,PARQUE SOLAR TABOLANGO SPA.,Atacama,Copiapó,CE01G0747,PARQUE SOLAR TABOLANGO SPA.
1909,PMGD PFV ERINOME,Solares,LUCIANO SOLAR SPA,Maule,Talca,CE01G0748,LUCIANO SOLAR SPA
1910,PMGD PFV PACHIRA,Solares,EL NARANJAL SPA,Maule,Linares,CE01G0749,CARBON FREE CHILE SPA
1911,PMGD PFV CONDOR PELVIN,Solares,PARQUE FOTOVOLTAICO PEÑAFLOR SPA,Metropolitana,Peñaflor,CE01G0750,ENERGÍAS RENOVABLES HOLDING S.A.
1912,PMGD PFV FLORENCIA SOLAR,Solares,GENERADORA SOL SOLIV SPA,Coquimbo,Los Vilos,CE02G0697,ENFRAGEN CHILE SOLAR SPA
1913,PFV MESETA DE LOS ANDES,Solares,TERCERA REGIÓN SOLAR SPA,Valparaíso,Calle Larga,CE01G0753,SONNEDIX COX ENERGY CHILE SPA
1914,PMGD PFV EL CASTAÑO,Solares,EL CASTAÑO SPA,OHiggins,Las Cabras,CE01G0758,EL CASTAÑO SPA
1915,PMGD PFV SANTA MARGARITA,Solares,FOTOVOLTAICA PEUMO SPA,OHiggins,Peralillo,CE01G0759,FOTOVOLTAICA PEUMO SPA
1916,PMGD PFV GRANATE,Solares,GRANATE SPA,Coquimbo,Ovalle,CE01G0760,ENFRAGEN CHILE SOLAR SPA
1917,PMGD PFV COLCHAGUA,Solares,PARQUE SOLAR LO PRADO SPA,OHiggins,Palmilla,CE01G0763,TRALKA SPA
1918,PMGD PFV SAN ANTONIO,Solares,CUENCA SOLAR SPA,Maule,Linares,CE01G0764,CUENCA SOLAR SPA
1919,PMGD PFV RECOLETA,Solares,DIEGO DE ALMAGRO SOLAR 3 S.A.,Coquimbo,Ovalle,CE01G0765,DIEGO DE ALMAGRO SOLAR 3 S.A.
1920,PMGD PFV MELI,Solares,MELI SPA,OHiggins,Graneros,CE01G0766,MELI SPA
1923,PMGD PFV ASTILLAS,Solares,GR CARZA SPA,Atacama,Vallenar,CE01G0769,GR CARZA SPA
1924,PMGD PFV GUADALUPE,Solares,GUADALUPE SOLAR SPA,Valparaíso,Los Andes,CE01G0771,GUADALUPE SOLAR SPA
1925,PMGD PFV SOLARPARK VILLA ALEMANA,Solares,ANUMAR ENERGÍA DEL SOL 1 SPA,Valparaíso,Villa Alemana,CE01G0772,ANUMAR ENERGÍA DEL SOL 1 SPA
1927,PMGD PFV SANTA FRANCISCA,Solares,CVE PROYECTO DIECISIETE SPA,Coquimbo,Vicuña,CE01G0775,CVE PROYECTO DIECISIETE SPA
1928,PMGD PFV ESCORIAL DEL VERANO SOLAR,Solares,CORCOVADO DE VERANO SPA,Valparaíso,Panquehue,CE01G0776,CORCOVADO DE VERANO SPA
1929,PMG PFV SOLAR PALERMO,Solares,GPG GENERACIÓN DISTRIBUIDA SPA,Metropolitana,San Pedro,CE03G0808,GPG GENERACIÓN DISTRIBUIDA SPA
1930,PMGD PFV PARQUE SOLAR NANCAGUA,Solares,PARQUE SOLAR LA MURALLA II SPA,OHiggins,Nancagua,CE01G0777,TRALKA SPA
1931,PMGD PFV LOS TAURETES,Solares,CVE PROYECTO OCHO SPA,Metropolitana,Colina,CE02G0778,CVE PROYECTO OCHO SPA
1932,PMGD PFV LAS CATITAS,Solares,PFV LAS CATITAS SPA,Maule,Linares,CE01G0779,PFV LAS CATITAS SPA
1933,PMGD PFV EL ZORZAL,Solares,PFV EL ZORZAL SPA,Maule,San Rafael,CE01G0781,PFV EL ZORZAL SPA
1934,PMGD PFV TARANTO,Solares,SONNEDIX TARANTO SPA,Valparaíso,Casablanca,CE01G0782,SONNEDIX METRO EXPANSION SPA
1935,PMGD PFV PUELCHE SOLAR,Solares,PUELCHE FLUX SPHERA SPA,Biobío,Los Angeles,CE01G0783,EMOAC SPA
1936,PMGD PFV NAZARINO DEL VERANO SOLAR,Solares,SOCOMPA DE VERANO SPA,Metropolitana,El Monte,CE01G0784,SOCOMPA DE VERANO SPA
1937,PMGD TER GENERADORA LAGUNITAS,Termoeléctricas,EMPRESA ELÉCTRICA LAGUNITAS SPA,Los Lagos,Puerto Montt,CE01G0785,ENERGY PARTNERS SPA
1938,PMGD PFV FARAMALLA,Solares,PARQUE FOTOVOLTAICO FARAMALLA SPA,Metropolitana,Alhue,CE01G0786,PARQUE FOTOVOLTAICO FARAMALLA SPA
1939,PMGD PFV LOS TORDOS,Solares,PFV LOS TORDOS SPA,Maule,Talca,CE01G0787,PFV LOS TORDOS SPA
1940,PMGD PFV LOICA,Solares,LOICA SPA,Maule,San Javier,CE01G0788,LOICA SPA
1941,PMGD PFV PARQUE SOLAR EL PALQUI,Solares,FÉNIX SOLAR SPA,Coquimbo,Monte Patria,CE01G0789,FÉNIX SOLAR SPA
1942,PMGD PFV ICB,Solares,ICB INMOBILIARIA S.A.,Metropolitana,Quilicura,CE01G0790,FARO CORONA SPA
1943,PMGD PFV ANAKENA,Solares,ANAKENA SPA,Coquimbo,Ovalle,CE01G0791,ENFRAGEN CHILE SOLAR SPA
1944,PMGD TER AGGREKO 01,Termoeléctricas,AGGREKO CHILE LIMITADA,Metropolitana,Quilicura,CE01G0792,AGGREKO CHILE LIMITADA
1945,PMGD PFV PASTRAN,Solares,PASTRAN SPA,Coquimbo,Ovalle,CE01G0793,ENFRAGEN CHILE SOLAR SPA
1946,PMGD PFV SUNHUNTER,Solares,SUNHUNTER SPA,Coquimbo,Ovalle,CE01G0794,ENFRAGEN CHILE SOLAR SPA
1947,PMGD PFV HUAQUELON,Solares,NUEVA GALES SPA,Coquimbo,Punitaqui,CE01G0795,ENFRAGEN CHILE SOLAR SPA
1948,PMGD PFV TAMARAMA,Solares,TAMARAMA SPA,Atacama,Vallenar,CE01G0796,ENFRAGEN CHILE SOLAR SPA
1949,PMGD PFV GABRIELA,Solares,BRONTE SPA,Coquimbo,Vicuña,CE01G0797,ENFRAGEN CHILE SOLAR SPA
1950,PMGD PFV DON ENRIQUE,Solares,DON ENRIQUE SPA,Coquimbo,Punitaqui,CE01G0798,ENFRAGEN CHILE SOLAR SPA
1951,PMGD PFV MITCHI,Solares,GR RUIL SPA,Antofagasta,Antofagasta,CE01G0800,GR RUIL SPA
1952,PMGD PFV PARQUE VALPARAISO,Solares,PARQUE SOLAR LA ROSA SPA,Valparaíso,Llay Llay,CE01G0801,TRALKA SPA
1953,PMGD PFV PARQUE PVP ITIHUE,Solares,PARQUE SOLAR ITIHUE SPA,Ñuble,San Carlos,CE01G0802,PARQUE SOLAR ITIHUE SPA
1954,PMGD PFV EL MONTE,Solares,CALLAQUI DE VERANO SPA,Metropolitana,El Monte,CE01G0803,CALLAQUI DE VERANO SPA
1955,PMGD PFV REXNER,Solares,ENERGÍA FIRST SPA,Valparaíso,Calle Larga,CE01G0804,ENERGÍA FIRST SPA
1957,PMGD PFV PLAYERON,Solares,PLAYERO SPA,Maule,Chanco,CE03G0629,PLAYERO SPA
1958,PMGD PFV LAS TORTOLAS DEL VERANO,Solares,CALBUCO DE VERANO SPA,Valparaíso,Calle Larga,CE01G0805,CALBUCO DE VERANO SPA
1960,PMGD PFV FARDELA NEGRA,Solares,FARDELA NEGRA SPA,Valparaíso,Algarrobo,CE01G0806,PFV EL CUERVO SPA
1961,PMGD TER CENTRAL DE RESPALDO EGIDO,Termoeléctricas,TACORA ENERGY SPA,Valparaíso,Valparaíso,CE03G0398,TACORA ENERGY SPA
1962,PMGD TER CENTRAL DE RESPALDO TIGRE,Termoeléctricas,TACORA ENERGY SPA,Metropolitana,Talagante,CE04G0398,TACORA ENERGY SPA
1963,PMGD PFV SAN CARLOS SOLAR,Solares,SAN CARLOS SOLAR SPA,Ñuble,San Carlos,CE01G0810,TOESCA RENOVABLES SPA
1964,PMGD PFV ENCINO,Solares,ENERGÍA RENOVABLE ENCINO SPA,OHiggins,Requínoa,CE01G0811,ENERGÍA RENOVABLE ENCINO SPA
1965,PMGD PFV PIDUCO,Solares,ENEL GREEN POWER CHILE S.A.,Maule,Pencahue,CE21G0292,ENEL GREEN POWER CHILE S.A.
1966,PMGD PFV FULGOR,Solares,PARQUE FULGOR SPA,Biobío,Negrete,CE01G0812,PARQUE FULGOR SPA
1967,PMGD PFV GABARDO DEL VERANO SOLAR,Solares,SALADO ENERGY SPA,Metropolitana,Paine,CE01G0813,SALADO ENERGY SPA
1968,PMGD PFV GUARANA,Solares,SOLAR TI DIECISÉIS SPA,OHiggins,Litueche,CE01G0814,SOLAR TI DIECISÉIS SPA
1969,PMGD PFV PARQUE FOTOVOLTAICO EL SHARON,Solares,ENEL GREEN POWER CHILE S.A.,OHiggins,Las Cabras,CE24G0292,ENEL GREEN POWER CHILE S.A.
1970,PMGD PFV RINCONADA ALCONES,Solares,ENEL GREEN POWER CHILE S.A.,OHiggins,Marchihue,CE23G0292,ENEL GREEN POWER CHILE S.A.
1971,PMGD PFV CARACOLES,Solares,ENEL GREEN POWER CHILE S.A.,Maule,Yerbas Buenas,CE22G0292,ENEL GREEN POWER CHILE S.A.
1972,PMGD PFV EL TRILE,Solares,PFV EL TRILE SPA,Maule,Yerbas Buenas,CE01G0818,PFV EL TRILE SPA
1973,PMGD PFV SAN EMILIO SOLAR I,Solares,SAN EMILIO SOLAR SPA,Maule,Curicó,CE01G0819,TOESCA RENOVABLES SPA
1974,PMGD PFV NEWENTUN,Solares,NEWENTUN SPA,OHiggins,Peralillo,CE01G0820,NEWENTUN SPA
1975,PMGD PFV SANTA ELIZABETH,Solares,PSF SANTA ELIZABETH SPA,OHiggins,Rengo,CE01G1112,PSF SANTA ELIZABETH SPA
1976,PMGD PFV TREBO,Solares,SOLAR TI DIECISIETE SPA,Metropolitana,Melipilla,CE01G0016,SOLAR TI DIECISIETE SPA
1977,PMGD PFV EL HUASO,Solares,PARQUE SOLAR SALAMANCA SPA,Valparaíso,Catemu,CE01G0020,PARQUE SOLAR SALAMANCA SPA
1978,TER SAN JAVIER II,Termoeléctricas,PRIME ENERGÍA QUICKSTART SPA,Maule,San Javier,CE06G0417,PRIME ENERGÍA QUICKSTART SPA
1979,PMGD PFV PARQUE SOLAR CANTILLANA,Solares,PARQUE SOLAR CANTILLANA SPA,Metropolitana,Paine,CE01G0024,PARQUE SOLAR CANTILLANA SPA
1980,PMGD PFV MANAO,Solares,SOLAR TI DOCE SPA,Metropolitana,No Clasificado,CE01G0523,SOLAR TI DOCE SPA
1981,PMGD PFV CENTRAL LLIU LLIU (FOSTER),Solares,ANDINA SOLAR 6 SPA,Valparaíso,Quillota,CE01G0026,ANDINA SOLAR 6 SPA
1982,PMGD PFV LA COLONIA,Solares,ENEL GREEN POWER CHILE S.A.,Metropolitana,Buin,CE25G0292,ENEL GREEN POWER CHILE S.A.
1983,PFV LAS SALINAS,Solares,ENEL GREEN POWER CHILE S.A.,Antofagasta,Sierra Gorda,CE31G0292,ENEL GREEN POWER CHILE S.A.
1984,HP PIEDRAS NEGRAS,Hidroeléctricas,HIDROELÉCTRICA PIEDRAS NEGRAS SPA,Metropolitana,No Clasificado,CE01G0516,HIDROELÉCTRICA PIEDRAS NEGRAS SPA
1985,PMGD PFV VENTISQUERO SOLAR,Solares,CHIMBARONGO SOLAR SPA,OHiggins,Chimbarongo,CE01G0502,TOESCA RENOVABLES SPA
1986,PMGD PFV PSF PUANGUE,Solares,PSF PUANGUE SPA,Metropolitana,Melipilla,CE01G0090,CFC HOLDINGS SPA
1987,PMGD PFV MANDINGA,Solares,MANDINGA SOLAR SPA,Metropolitana,Melipilla,CE01G0091,MANDINGA SOLAR SPA
1988,PMGD PFV LAS CACHAÑAS,Solares,PFV LAS CACHAÑAS SPA,OHiggins,San Fernando,CE01G0094,PFV LAS CACHAÑAS SPA
1989,PMGD PFV LAS GOLONDRINAS,Solares,PFV LAS GOLONDRINAS SPA,Maule,Linares,CE01G0095,PFV LAS GOLONDRINAS SPA
1990,PMGD PFV EL TIUQUE,Solares,PFV EL TIUQUE SPA,Maule,San Javier,CE01G0505,PINGÜINO EMPERADOR SPA
1991,PMGD PFV IDAHUE DEL VERANO SOLAR,Solares,PALPANA DE VERANO SPA,OHiggins,Coltauco,CE01G0096,PALPANA DE VERANO SPA
1992,PMGD PFV CANTERA,Solares,GPG GENERACIÓN DISTRIBUIDA SPA,Metropolitana,San Pedro,CE04G0808,GPG GENERACIÓN DISTRIBUIDA SPA
1993,PMGD PFV PARANAL,Solares,SAGESA S.A.,Antofagasta,Antofagasta,CE33G0018,SOCIEDAD GENERADORA AUSTRAL S.A.
1994,PMGD PFV ARMAZONES,Solares,SAGESA S.A.,Antofagasta,Antofagasta,CE34G0018,SOCIEDAD GENERADORA AUSTRAL S.A.
1995,PE ATACAMA,Eólicas,PARQUE EÓLICO ATACAMA SPA,Atacama,Freirina,CE01G0098,PARQUE EÓLICO ATACAMA SPA
1996,PMGD PFV CABILDO SUNLIGHT,Solares,CABILDO SUNLIGHT SPA,Valparaíso,Cabildo,CE01G0116,TOESCA RENOVABLES SPA
1998,PMGD PFV DUQUECO SOLAR,Solares,COCHARCAS SOLAR SPA,Biobío,Los Angeles,CE01G0165,COCHARCAS SOLAR SPA
1999,PMGD PFV PLOMO DE VERANO,Solares,LINZOR DE VERANO SPA,Metropolitana,Maipu,CE01G0172,LINZOR DE VERANO SPA
2000,PMGD PFV HELIOS,Solares,PARSOSY HELIOS SPA,Valparaíso,Llay Llay,CE01G0206,CFC HOLDINGS SPA
2001,PMGD PFV PSF HORIZONTE,Solares,PSF PAINE SPA,Metropolitana,Paine,CE01G0208,CFC HOLDINGS SPA
2002,PMGD PFV GR ALCON SOLAR,Solares,GR LLEUQUE SPA,OHiggins,Marchihue,CE01G0211,GR LLEUQUE SPA
2003,PMGD PFV LOCKMA,Solares,CE CENTINELA SOLAR SPA,Antofagasta,Antofagasta,CE01G0227,CE CENTINELA SOLAR SPA
2004,PMGD PFV CKILIR,Solares,CE URIBE DE ANTOFAGASTA SOLAR SPA,Antofagasta,Antofagasta,CE01G0238,CE URIBE DE ANTOFAGASTA SOLAR SPA
2005,PMGD PFV SAN JOSE II,Solares,IMPULSO SOLAR SAN JOSÉ II SPA,Ñuble,San Carlos,CE02G0286,TOESCA RENOVABLES SPA
2006,PMGD PFV AVEL SOLAR,Solares,SANTA LAURA ENERGY SPA,Metropolitana,No Clasificado,CE01G0240,TOESCA RENOVABLES SPA
2007,PMGD PFV PALTO SUNLIGHT,Solares,PALTO SUNLIGHT SPA,Valparaíso,Quillota,CE01G0239,TOESCA RENOVABLES SPA
2008,PFV PATAGUILLA,Solares,PATAGUILLA SOLAR SPA,Metropolitana,Curacavi,CE01G0518,CFC HOLDINGS SPA
2009,PMGD PFV NIHUE,Solares,NIHUE SOLAR SPA,Metropolitana,San Pedro,CE01G0242,CFC HOLDINGS SPA
2010,PFV CEME 1,Solares,CEME 1 SPA,Antofagasta,María Elena,CE01G0517,GM HOLDINGS S.A.
2011,PMGD PFV COLTAUCO ALMENDRO,Solares,ACUARIO SOLAR SPA,OHiggins,Coltauco,CE01G0268,CFC HOLDINGS SPA
2012,PMGD PFV PEQUEN,Solares,PEQUEN SPA,Maule,Teno,CE01G0279,CFC HOLDINGS SPA
2013,PMGD PFV SLK CB NUEVE,Solares,SLK CB NUEVE SPA,Valparaíso,Putaendo,CE01G0280,SLK CB NUEVE SPA
2014,PMGD PFV ITAHUE SOLAR,Solares,COBENA ENERGÍA SPA,Maule,Río Claro,CE01G0281,CFC HOLDINGS SPA
2015,PMGD PFV JAVIERA CARRERA,Solares,GR TORRES DEL PAINE SPA,Metropolitana,Buin,CE01G0282,GR TORRES DEL PAINE SPA
2016,PMGD PFV MILAN A,Solares,GPG GENERACIÓN DISTRIBUIDA SPA,Maule,Teno,CE05G0808,GPG GENERACIÓN DISTRIBUIDA SPA
2017,PMGD TER LAS DALIAS,Termoeléctricas,GENERADORA AZUL SPA,Los Lagos,Maullín,CE02G0547,GENERADORA AZUL SPA
2019,PFV MANZANO,Solares,ENEL GREEN POWER CHILE S.A.,Metropolitana,No Clasificado,CE32G0292,ENEL GREEN POWER CHILE S.A.
2020,PMGD PFV COINCO,Solares,ENEL GREEN POWER CHILE S.A.,OHiggins,Doñihue,CE07G0292,ENEL GREEN POWER CHILE S.A.
2021,PMGD PFV DON RODRIGO,Solares,ENEL GREEN POWER CHILE S.A.,Maule,Talca,CE26G0292,ENEL GREEN POWER CHILE S.A.
2022,PMGD PFV MALVILLA,Solares,FARMDO ENERGY CHILE SPA,Valparaíso,San Antonio,CE02G0727,FARMDO ENERGY CHILE SPA
2023,PE CARDONAL,Eólicas,STATKRAFT EOLICO S.A.,OHiggins,Litueche,CE01G0348,STATKRAFT EOLICO S.A.
2024,PFV PMG PARQUE CAUQUENES,Solares,PARQUE SOLAR VIVEROS SPA,Maule,Cauquenes,CE01G0285,PARQUE SOLAR VIVEROS SPA
2025,PMGD PFV SOLAR TORINO,Solares,GPG GENERACIÓN DISTRIBUIDA SPA,Maule,Teno,CE06G0808,GPG GENERACIÓN DISTRIBUIDA SPA
2027,PMGD PFV SANTA EMILIA,Solares,GR PATAGONIA SPA,OHiggins,Rancagua,CE01G0287,NEXTPOWER III CHILE HOLDCO II SPA
2028,PMGD PFV LITORAL SUNLIGHT,Solares,LITORAL SOLAR SPA,Valparaíso,El Quisco,CE01G0370,TOESCA RENOVABLES SPA
2029,PMGD PFV CONDOR CHEPICA,Solares,PARQUE FOTOVOLTAICO CHEPICA SPA,Metropolitana,No Clasificado,CE01G0371,ENERGÍAS RENOVABLES HOLDING S.A.
2030,PMGD PFV LIMA,Solares,PARQUE FOTOVOLTAICO CHEPICA SPA,Metropolitana,No Clasificado,CE02G0371,ENERGÍAS RENOVABLES HOLDING S.A.
2031,PMGD PFV PICUNCHE,Solares,GR TOLHUACA SPA,OHiggins,Mostazal,CE01G0372,NEXTPOWER III CHILE HOLDCO II SPA
2033,PMGD TER BERLIOZ,Termoeléctricas,AS ENERGÍA LTDA.,Metropolitana,San Joaquin,CE01G0375,AS ENERGÍA LTDA.
2034,PMGD PFV NAN,Solares,GR HORNOPIREN SPA,OHiggins,Graneros,CE01G0374,NEXTPOWER III CHILE HOLDCO II SPA
2035,PMGD PFV LOS JOTES,Solares,PFV LOS JOTES SPA,Valparaíso,Cabildo,CE01G0376,PINGÜINO EMPERADOR SPA
2036,PMGD PFV BERGAMO,Solares,GPG GENERACIÓN DISTRIBUIDA SPA,Maule,Teno,CE07G0808,GPG GENERACIÓN DISTRIBUIDA SPA
2037,PFV VILLA LONGAVI,Solares,PARQUE SOLAR VILLA LONGAVÍ SPA,Maule,Linares,CE01G0377,ANTU ENERGY SPA
2038,PFV QUILMO,Solares,PARQUE SOLAR QUILMO SPA,Metropolitana,No Clasificado,CE01G0378,PMGD HOLDCO SPA
2039,PMGD PFV LAS PALMAS DEL VERANO SOLAR,Solares,CAPURATA DEL VERANO SPA,Valparaíso,San Antonio,CE01G0381,CAPURATA DEL VERANO SPA
2040,PMGD PFV AÑUÑUCA DEL VERANO SOLAR,Solares,PACANA DEL VERANO SPA,Valparaíso,Panquehue,CE01G0380,PACANA DEL VERANO SPA
2041,PMGD PFV VILLA MOSCOSO,Solares,CFT VILLA ALEMANA SPA,Valparaíso,Villa Alemana,CE01G0379,CFC HOLDINGS SPA
